"Year","StateAbbr","StateDesc","CountyName","CountyFIPS","LocationName","DataSource","Category","Measure","Data_Value_Unit","Data_Value_Type","Data_Value","Data_Value_Footnote_Symbol","Data_Value_Footnote","Low_Confidence_Limit","High_Confidence_Limit","TotalPopulation","TotalPop18plus","Geolocation","LocationID","CategoryID","MeasureId","DataValueTypeID","Short_Question_Text"
"2023","DC","District of Columbia","District of Columbia","11001","11001006700","BRFSS","Health-Related Social Needs","Received food stamps in the past 12 months among adults","%","Crude prevalence","2.9",,,"2.2","4.2","3,927","3,311","POINT (-76.989959 38.8875984)","11001006700","SOCLNEED","FOODSTAMP","CrdPrv","Food Stamps"
"2023","DC","District of Columbia","District of Columbia","11001","11001004402","BRFSS","Health-Related Social Needs","Loneliness among adults","%","Crude prevalence","35.7",,,"31.7","40.0","2,755","2,485","POINT (-77.0270354 38.9155152)","11001004402","SOCLNEED","LONELINESS","CrdPrv","Loneliness"
"2023","DC","District of Columbia","District of Columbia","11001","11001009000","BRFSS","Prevention","Cholesterol screening among adults","%","Crude prevalence","92.6",,,"91.1","93.9","4,676","3,764","POINT (-76.9545101 38.9226934)","11001009000","PREVENT","CHOLSCREEN","CrdPrv","Cholesterol Screening"
"2023","DC","District of Columbia","District of Columbia","11001","11001008410","BRFSS","Disability","Any disability among adults","%","Crude prevalence","16.0",,,"13.3","19.6","1,843","1,523","POINT (-76.9911234 38.9015543)","11001008410","DISABLT","DISABILITY","CrdPrv","Any Disability"
"2023","DC","District of Columbia","District of Columbia","11001","11001005003","BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence","20.9",,,"16.4","26.3","2,143","2,058","POINT (-77.0307609 38.9074041)","11001005003","HLTHOUT","OBESITY","CrdPrv","Obesity"
"2023","DC","District of Columbia","District of Columbia","11001","11001001100","BRFSS","Health Outcomes","Diagnosed diabetes among adults","%","Crude prevalence","7.0",,,"6.0","8.1","5,300","4,281","POINT (-77.0776732 38.9572432)","11001001100","HLTHOUT","DIABETES","CrdPrv","Diabetes"
"2023","DC","District of Columbia","District of Columbia","11001","11001007603","BRFSS","Disability","Mobility disability among adults","%","Crude prevalence","12.5",,,"10.2","14.7","4,185","3,503","POINT (-76.9585469 38.859109)","11001007603","DISABLT","MOBILITY","CrdPrv","Mobility Disability"
"2023","DC","District of Columbia","District of Columbia","11001","11001003901","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","8.9",,,"7.9","10.0","2,598","2,428","POINT (-77.0401076 38.9254851)","11001003901","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","DC","District of Columbia","District of Columbia","11001","11001002703","BRFSS","Health Outcomes","Arthritis among adults","%","Crude prevalence","13.0",,,"11.1","15.1","2,614","2,264","POINT (-77.0397435 38.9334921)","11001002703","HLTHOUT","ARTHRITIS","CrdPrv","Arthritis"
"2023","DC","District of Columbia","District of Columbia","11001","11001003400","BRFSS","Health-Related Social Needs","Food insecurity in the past 12 months among adults","%","Crude prevalence","16.8",,,"13.3","21.0","5,120","4,747","POINT (-77.0177044 38.9221674)","11001003400","SOCLNEED","FOODINSECU","CrdPrv","Food Insecurity"
"2023","DC","District of Columbia","District of Columbia","11001","11001009602","BRFSS","Health Status","Fair or poor self-rated health status among adults","%","Crude prevalence","34.3",,,"28.8","40.1","4,481","3,090","POINT (-76.9523616 38.9035769)","11001009602","HLTHSTAT","GHLTH","CrdPrv","General Health"
"2023","DC","District of Columbia","District of Columbia","11001","11001008100","BRFSS","Disability","Self-care disability among adults","%","Crude prevalence","1.2",,,"1.1","1.4","3,153","2,601","POINT (-76.9925272 38.893171)","11001008100","DISABLT","SELFCARE","CrdPrv","Self-care Disability"
"2023","DC","District of Columbia","District of Columbia","11001","11001008301","BRFSS","Prevention","Current lack of health insurance among adults aged 18-64 years","%","Crude prevalence","3.4",,,"2.7","4.5","3,220","2,781","POINT (-77.0008008 38.8970373)","11001008301","PREVENT","ACCESS2","CrdPrv","Health Insurance"
"2023","DC","District of Columbia","District of Columbia","11001","11001007806","BRFSS","Prevention","Cholesterol screening among adults","%","Crude prevalence","90.4",,,"88.3","92.1","3,457","2,888","POINT (-76.932552 38.9055926)","11001007806","PREVENT","CHOLSCREEN","CrdPrv","Cholesterol Screening"
"2023","DC","District of Columbia","District of Columbia","11001","11001009801","BRFSS","Health Status","Fair or poor self-rated health status among adults","%","Crude prevalence","31.1",,,"26.9","35.9","1,848","1,419","POINT (-76.9963306 38.8328939)","11001009801","HLTHSTAT","GHLTH","CrdPrv","General Health"
"2022","DC","District of Columbia","District of Columbia","11001","11001002703","BRFSS","Prevention","Visited dentist or dental clinic in the past year among adults","%","Crude prevalence","74.4",,,"70.4","77.8","2,614","2,264","POINT (-77.0397435 38.9334921)","11001002703","PREVENT","DENTAL","CrdPrv","Dental Visit"
"2023","DC","District of Columbia","District of Columbia","11001","11001007804","BRFSS","Health-Related Social Needs","Loneliness among adults","%","Crude prevalence","42.7",,,"37.8","47.3","3,499","2,674","POINT (-76.9313427 38.8942107)","11001007804","SOCLNEED","LONELINESS","CrdPrv","Loneliness"
"2023","DC","District of Columbia","District of Columbia","11001","11001001303","BRFSS","Disability","Any disability among adults","%","Crude prevalence","18.4",,,"15.5","21.6","3,763","3,449","POINT (-77.0589323 38.9446266)","11001001303","DISABLT","DISABILITY","CrdPrv","Any Disability"
"2023","DC","District of Columbia","District of Columbia","11001","11001007502","BRFSS","Health Status","Fair or poor self-rated health status among adults","%","Crude prevalence","25.1",,,"21.5","29.0","4,687","3,418","POINT (-76.9697843 38.8568592)","11001007502","HLTHSTAT","GHLTH","CrdPrv","General Health"
"2023","DC","District of Columbia","District of Columbia","11001","11001006900","BRFSS","Prevention","Current lack of health insurance among adults aged 18-64 years","%","Crude prevalence","2.9",,,"2.3","3.8","2,799","2,294","POINT (-76.9873112 38.8836933)","11001006900","PREVENT","ACCESS2","CrdPrv","Health Insurance"
"2023","DC","District of Columbia","District of Columbia","11001","11001000903","BRFSS","Health Status","Frequent mental distress among adults","%","Crude prevalence","18.4",,,"15.0","21.4","4,202","3,953","POINT (-77.093331 38.9376821)","11001000903","HLTHSTAT","MHLTH","CrdPrv","Frequent Mental Distress"
"2022","DC","District of Columbia","District of Columbia","11001","11001000400","BRFSS","Prevention","Colorectal cancer screening among adults aged 45–75 years","%","Crude prevalence","75.8",,,"71.6","79.5","1,643","1,410","POINT (-77.0649214 38.9227989)","11001000400","PREVENT","COLON_SCREEN","CrdPrv","Colorectal Cancer Screening"
"2023","DC","District of Columbia","District of Columbia","11001","11001007504","BRFSS","Prevention","Current lack of health insurance among adults aged 18-64 years","%","Crude prevalence","10.1",,,"7.2","13.5","2,730","1,960","POINT (-76.9796257 38.8609955)","11001007504","PREVENT","ACCESS2","CrdPrv","Health Insurance"
"2023","DC","District of Columbia","District of Columbia","11001","11001008701","BRFSS","Prevention","Cholesterol screening among adults","%","Crude prevalence","89.6",,,"87.5","91.3","2,814","2,404","POINT (-77.0062645 38.9141018)","11001008701","PREVENT","CHOLSCREEN","CrdPrv","Cholesterol Screening"
"2023","DC","District of Columbia","District of Columbia","11001","11001002302","BRFSS","Health Outcomes","Chronic obstructive pulmonary disease among adults","%","Crude prevalence","5.6",,,"4.1","8.2","1,762","1,495","POINT (-77.0095843 38.934127)","11001002302","HLTHOUT","COPD","CrdPrv","COPD"
"2023","DC","District of Columbia","District of Columbia","11001","11001003801","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","8.7",,,"7.7","9.8","1,800","1,642","POINT (-77.0389415 38.9197759)","11001003801","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","DC","District of Columbia","District of Columbia","11001","11001000502","BRFSS","Disability","Cognitive disability among adults","%","Crude prevalence","8.3",,,"7.0","9.8","3,418","2,972","POINT (-77.0595624 38.9283547)","11001000502","DISABLT","COGNITION","CrdPrv","Cognitive Disability"
"2023","DC","District of Columbia","District of Columbia","11001","11001002501","BRFSS","Disability","Cognitive disability among adults","%","Crude prevalence","9.6",,,"8.2","11.2","2,688","2,190","POINT (-77.0317348 38.9446515)","11001002501","DISABLT","COGNITION","CrdPrv","Cognitive Disability"
"2023","DC","District of Columbia","District of Columbia","11001","11001005202","BRFSS","Health-Related Social Needs","Utility services shut-off threat in the past 12 months among adults","%","Crude prevalence","3.5",,,"3.0","4.2","3,408","3,167","POINT (-77.0344946 38.911127)","11001005202","SOCLNEED","SHUTUTILITY","CrdPrv","Utility Services Threat"
"2023","DC","District of Columbia","District of Columbia","11001","11001001600","BRFSS","Health-Related Social Needs","Loneliness among adults","%","Crude prevalence","32.8",,,"28.8","37.3","4,471","3,466","POINT (-77.0382324 38.9849725)","11001001600","SOCLNEED","LONELINESS","CrdPrv","Loneliness"
"2023","DC","District of Columbia","District of Columbia","11001","11001008802","BRFSS","Health Outcomes","Depression among adults","%","Crude prevalence","22.4",,,"18.7","26.4","4,360","3,741","POINT (-76.9866786 38.9039498)","11001008802","HLTHOUT","DEPRESSION","CrdPrv","Depression"
"2023","DC","District of Columbia","District of Columbia","11001","11001009602","BRFSS","Prevention","Taking medicine to control high blood pressure among adults with high blood pressure","%","Crude prevalence","73.3",,,"70.4","76.1","4,481","3,090","POINT (-76.9523616 38.9035769)","11001009602","PREVENT","BPMED","CrdPrv","High Blood Pressure Medication"
"2023","DC","District of Columbia","District of Columbia","11001","11001007403","BRFSS","Health Risk Behaviors","No leisure-time physical activity among adults","%","Crude prevalence","37.1",,,"30.6","43.5","2,613","1,698","POINT (-76.9743805 38.8484714)","11001007403","RISKBEH","LPA","CrdPrv","Physical Inactivity"
"2023","DC","District of Columbia","District of Columbia","11001","11001002202","BRFSS","Health Status","Fair or poor self-rated health status among adults","%","Crude prevalence","15.4",,,"12.9","18.1","3,339","2,556","POINT (-77.0118821 38.9479653)","11001002202","HLTHSTAT","GHLTH","CrdPrv","General Health"
"2023","DC","District of Columbia","District of Columbia","11001","11001001301","BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence","19.5",,,"15.3","24.8","4,160","3,452","POINT (-77.0520508 38.9519215)","11001001301","HLTHOUT","OBESITY","CrdPrv","Obesity"
"2023","DC","District of Columbia","District of Columbia","11001","11001000804","BRFSS","Disability","Mobility disability among adults","%","Crude prevalence","6.5",,,"5.6","7.5","3,832","3,035","POINT (-77.0918347 38.9221746)","11001000804","DISABLT","MOBILITY","CrdPrv","Mobility Disability"
"2023","DC","District of Columbia","District of Columbia","11001","11001007301","BRFSS","Disability","Self-care disability among adults","%","Crude prevalence","1.6",,,"1.4","1.8","3,841","2,645","POINT (-77.024445 38.834928)","11001007301","DISABLT","SELFCARE","CrdPrv","Self-care Disability"
"2023","DC","District of Columbia","District of Columbia","11001","11001004801","BRFSS","Disability","Cognitive disability among adults","%","Crude prevalence","10.8",,,"8.8","13.3","2,820","2,585","POINT (-77.0195344 38.9117413)","11001004801","DISABLT","COGNITION","CrdPrv","Cognitive Disability"
"2023","DC","District of Columbia","District of Columbia","11001","11001008100","BRFSS","Health-Related Social Needs","Food insecurity in the past 12 months among adults","%","Crude prevalence","4.2",,,"3.3","5.7","3,153","2,601","POINT (-76.9925272 38.893171)","11001008100","SOCLNEED","FOODINSECU","CrdPrv","Food Insecurity"
"2022","DC","District of Columbia","District of Columbia","11001","11001009602","BRFSS","Health Risk Behaviors","Short sleep duration among adults","%","Crude prevalence","46.5",,,"40.1","52.7","4,481","3,090","POINT (-76.9523616 38.9035769)","11001009602","RISKBEH","SLEEP","CrdPrv","Short Sleep Duration"
"2023","DC","District of Columbia","District of Columbia","11001","11001000300","BRFSS","Health Risk Behaviors","No leisure-time physical activity among adults","%","Crude prevalence","8.8",,,"6.8","11.4","6,161","5,081","POINT (-77.0748728 38.9179099)","11001000300","RISKBEH","LPA","CrdPrv","Physical Inactivity"
"2023","DC","District of Columbia","District of Columbia","11001","11001008702","BRFSS","Disability","Self-care disability among adults","%","Crude prevalence","1.8",,,"1.6","2.1","3,574","3,181","POINT (-77.0013085 38.9150961)","11001008702","DISABLT","SELFCARE","CrdPrv","Self-care Disability"
"2022","DC","District of Columbia","District of Columbia","11001","11001009511","BRFSS","Prevention","Mammography use among women aged 50-74 years","%","Crude prevalence","62.8",,,"54.2","70.8","2,066","2,042","POINT (-77.0010516 38.9372097)","11001009511","PREVENT","MAMMOUSE","CrdPrv","Mammography"
"2023","DC","District of Columbia","District of Columbia","11001","11001009400","BRFSS","Health Outcomes","Stroke among adults","%","Crude prevalence","3.7",,,"3.2","4.4","4,424","3,564","POINT (-76.9742464 38.9368061)","11001009400","HLTHOUT","STROKE","CrdPrv","Stroke"
"2022","DC","District of Columbia","District of Columbia","11001","11001002704","BRFSS","Health Outcomes","All teeth lost among adults aged >=65 years","%","Crude prevalence","7.0",,,"5.7","8.4","2,993","2,480","POINT (-77.0427534 38.9345766)","11001002704","HLTHOUT","TEETHLOST","CrdPrv","All Teeth Lost"
"2023","DC","District of Columbia","District of Columbia","11001","11001007404","BRFSS","Health Outcomes","Stroke among adults","%","Crude prevalence","3.9",,,"3.4","4.4","3,637","2,449","POINT (-76.9820932 38.8503364)","11001007404","HLTHOUT","STROKE","CrdPrv","Stroke"
"2023","DC","District of Columbia","District of Columbia","11001","11001007604","BRFSS","Health Risk Behaviors","Binge drinking among adults","%","Crude prevalence","16.7",,,"14.3","19.4","3,803","3,083","POINT (-76.9638007 38.8660921)","11001007604","RISKBEH","BINGE","CrdPrv","Binge Drinking"
"2023","DC","District of Columbia","District of Columbia","11001","11001007201","BRFSS","Health Status","Frequent mental distress among adults","%","Crude prevalence","13.1",,,"11.4","15.1","2,985","2,786","POINT (-76.9999179 38.8738481)","11001007201","HLTHSTAT","MHLTH","CrdPrv","Frequent Mental Distress"
"2023","DC","District of Columbia","District of Columbia","11001","11001009801","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Crude prevalence","79.5",,,"75.5","83.0","1,848","1,419","POINT (-76.9963306 38.8328939)","11001009801","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
